register_#,annual_dfo,country,began,ended,days,deaths,displaced,damage_usd,main_cause,severity,sq_km,flood_magnitude_index,centroid_x,centroid_y
1379,8050,North Korea,6/2/98,6/5/98,4,0,,,Tidal surge,1,8.05,4.51,127.54,38.747
1380,5840,Hong Kong,6/9/98,6/12/98,4,1,24,,Heavy rain,1,5.84,4.37,114.339,22.649
1381,27340,Indonesia,6/10/98,6/11/98,2,0,180,,Heavy rain,1,27.34,4.74,111.879,-7.75
1382,3250,Vietnam,6/9/98,6/10/98,2,0,,,Heavy rain,1,3.25,3.81,105.136,21.327
1385,19950,USA,6/13/98,6/19/98,7,1,,,Heavy rain,1.5,19.95,5.32,-70.658,44.015
1386,28450,Turkey,6/12/98,6/15/98,1,9,,,Brief torrential rain,1,28.45,4.45,42.051,40.645
1387,11600,Afghanistan,6/12/98,6/15/98,4,30,100,,Heavy rain,1,11.6,4.67,70.118,34.44
1390,293000,China,8/5/98,9/7/98,34,575,1115000,3710000000,Heavy rain,1.5,293,7.17,112.322,28.82
1391,367300,China,7/17/98,8/5/98,20,345,3120000,1310000000,Heavy rain,1.5,367.3,7.04,111.905,36.623
1392,72120,China,7/4/98,7/20/98,17,113,90000,,Heavy rain,1,72.12,6.09,102.714,28.941
1393,235600,China,6/27/98,7/13/98,17,170,240000,312500000,Heavy rain,1,235.6,6.6,114.847,30.336
1394,305500,China,6/18/98,7/13/98,26,164,370000,,Heavy rain,1,305.5,6.9,112.868,23.12
1395,41220,China,6/25/98,7/6/98,12,180,150000,205000000,Heavy rain,1.5,41.22,5.87,109.874,24.818
1396,26920,China,6/15/98,6/28/98,14,66,500000,221700000,Heavy rain,1.5,26.92,5.75,105.422,29.629
1397,29700,China,6/18/98,6/19/98,2,27,,,Heavy rain,1,29.7,4.77,117.451,28.84
1398,36420,China,6/12/98,7/9/98,28,51,434500,240000000,Heavy rain,2,36.42,6.31,119.82,27.688
1399,54190,China,6/12/98,6/25/98,14,126,750000,21000000000,Heavy rain,2,54.19,6.18,113.649,28.376
1400,170600,China,6/12/98,6/27/98,16,40,400000,481000000,Heavy rain,1.5,170.6,6.61,-93.088,39.793
1401,73860,USA,6/13/98,6/17/98,5,0,1000,37000000,Heavy rain,1.5,73.86,5.74,-120.452,37.384
1402,4080,USA,6/14/98,6/15/98,2,0,,,Snowmelt,1,4.08,3.91,-3.967,57.611
1406,54960,Australia,6/22/98,6/24/98,3,1,300,,Brief torrential rain,2,54.96,5.52,147.392,-36.944
1407,58060,Mexico,6/19/98,6/23/98,5,0,400,,Heavy rain,1,58.06,5.46,-99.22,17.226
1408,29470,Somalia,6/24/98,6/25/98,2,22,2000,,Heavy rain,1,29.47,4.77,45.566,2.639
1409,18120,USA,6/24/98,7/1/98,8,21,11000,469000000,Brief torrential rain,2,18.12,5.46,-71.882,44.177
1410,28280,Vietnam,6/28/98,7/11/98,14,4,12000,,Heavy rain,1,28.28,5.6,105.344,21.565
1411,90970,New Zealand,6/30/98,7/20/98,21,0,40,2600000,Heavy rain,2,90.97,6.58,174.495,-40.582
1412,78600,Mexico,7/2/98,7/3/98,2,1,520,,Heavy rain,1,78.6,5.2,-98.827,18.008
1415,65730,Somalia,7/13/98,7/17/98,5,0,500,,Heavy rain,1,65.73,5.52,45.513,3.046
1416,102700,Russia,7/19/98,7/20/98,2,0,56,,Heavy rain,1,102.7,5.31,150.45,61.499
1417,5700,Sri Lanka,7/17/98,7/20/98,4,1,12500,,Brief torrential rain,1,5.7,4.36,80.221,7.382
1418,3400,Uganda,7/20/98,7/24/98,5,0,20000,,Heavy rain,1,3.4,4.23,32.726,0.648
1419,146400,Australia,7/19/98,9/10/98,54,1,6300,100000000,Brief torrential rain,1.5,146.4,7.07,149.072,-31.463
1420,4900,Slovakia,7/20/98,7/24/98,5,47,3618,24500000,Brief torrential rain,1,4.9,4.39,20.865,48.835
1421,10,Czech Republic,7/23/98,7/24/98,2,6,,3180000,Heavy rain,1,10,1.3,19.361,48.857
1422,68600,Indonesia,7/23/98,7/26/98,4,26,,,Brief torrential rain,1,68.6,5.44,112.885,-7.167
1423,13180,Poland,7/23/98,7/27/98,5,9,1200,,Heavy rain,1,13.18,4.82,19.117,49.877
1472,8700,Somalia,11/18/98,11/30/98,13,0,300,,Heavy rain,1,8.7,5.05,42.956,0.918
1344,44210,Tajikistan,4/24/98,4/27/98,4,52,1000,,Rain and snowmelt,1.5,44.21,5.42,73.089,38.199
1358,79570,China,5/7/98,5/13/98,7,9,,,Brief torrential rain,1,79.57,5.75,108.082,30.511
1367,51480,China,5/20/98,5/21/98,2,37,3600,14400000,Brief torrential rain,1,51.48,5.01,107.668,36.039
1368,149500,China,5/20/98,5/25/98,6,8,15000,,Brief torrential rain,1,149.5,5.95,113.059,31.139
1369,216100,China,5/20/98,5/24/98,5,10,20000,18000000,Brief torrential rain,1,216.1,6.03,104.391,30.098
1371,164900,China,5/24/98,6/1/98,9,15,1300,34700000,Heavy rain,1,164.9,6.17,112.446,23.436
1373,26250,USA,5/28/98,6/3/98,7,0,1600,,Heavy rain,1,26.25,5.26,-120.297,44.539
1375,39900,Tajikistan,5/31/98,6/2/98,3,0,1200,,Heavy rain,1,39.9,5.08,69.245,39.692
1388,35150,China,8/19/98,8/29/98,11,19,,,Heavy rain,1,35.15,5.59,105.065,28.627
1389,133200,China,8/3/98,8/7/98,5,90,,,Heavy rain,1,133.2,5.82,106.413,28.275
1393,235600,China,6/27/98,7/13/98,17,170,240000,312500000,Heavy rain,1,235.6,6.6,112.799,29.393
1404,83830,Romania,7/1/98,7/10/98,10,5,50000,,Heavy rain,1,83.83,5.92,24.835,47.004
1405,79160,Romania,6/8/98,6/24/98,17,31,5952,147600000,Heavy rain,1.5,79.16,6.31,26.81,46.606
1425,54160,USA,8/4/98,8/6/98,3,2,600,20000000,Brief torrential rain,1.5,54.16,5.39,-88.032,42.211
1426,8220,Turkey,8/10/98,8/11/98,2,50,,,Brief torrential rain,1,8.22,4.22,40.256,40.886
1427,168600,Russia,8/12/98,8/13/98,2,0,16000,,Heavy rain,1,168.6,5.53,117.806,52.242
1428,620800,China,8/8/98,9/14/98,38,89,2160000,964000000,Heavy rain,2,620.8,7.67,123.35,46.575
1429,128400,Yemen,8/14/98,8/30/98,17,70,240,,Brief torrential rain,1,128.4,6.34,44.46,14.837
1430,28910,Ethiopia,8/10/98,8/17/98,8,3,66000,,Brief torrential rain,1,28.91,5.36,34.023,7.754
1431,39720,Nigeria,8/15/98,8/16/98,2,15,5000,,Heavy rain,1,39.72,4.9,8.969,11.897
1433,42370,USA - Hurricane Bonnie,8/27/98,8/29/98,3,2,17000,1000000000,Tropical cyclone,1,42.37,5.1,-77.425,35.098
1434,73840,Japan - Typhoon Rex,8/28/98,9/2/98,6,21,2000,,Brief torrential rain,1,73.84,5.65,140.77,38.612
1435,326100,Sudan,8/28/98,9/10/98,14,25,816000,40000000,Heavy rain,1.5,326.1,6.84,34.283,17.111
1437,29740,USA - Hurricane Earl,9/3/98,9/3/98,1,3,65,50000000,Brief torrential rain,1,29.74,4.47,-84.615,30.511
1439,111400,Niger,9/5/98,9/9/98,5,0,20000,,Heavy rain,1,111.4,5.75,2.698,13.757
1440,36020,Russia,9/7/98,9/7/98,1,0,,,Heavy rain,1,36.02,4.56,132.906,48.52
1441,60560,USA - Tropical Storm Frances,9/11/98,9/14/98,4,1,17,,Tropical cyclone,1,60.56,5.38,-92.571,29.676
1443,20620,Croatia,9/15/98,9/16/98,2,0,,10000000,Heavy rain,1,20.62,4.62,16.833,45.764
1446,67470,Dominican Republic,9/21/98,9/22/98,2,353,11140,,Tropical cyclone,1,67.47,5.13,-70.84,18.673
1447,214800,USA,9/15/98,9/16/98,2,4,,250000000,Tropical cyclone,1,214.8,5.63,-87.05,30.664
1448,6060,USA,10/6/98,10/7/98,2,11,,50000000,Heavy rain,1,6.06,4.08,-94.156,38.957
1449,5940,Liberia,9/17/98,10/2/98,16,8,5000,,Heavy rain,1,5.94,4.98,-10.962,7.058
1450,39190,South Korea,9/27/98,10/1/98,5,19,2376,,Tropical cyclone,1,39.19,5.29,127.577,35.595
1451,9470,Japan,9/30/98,10/2/98,3,6,2200,,Brief torrential rain,1.5,9.47,4.63,134.163,33.329
1452,63080,Benin,9/1/98,9/24/98,24,5,5500,,Heavy rain,1,63.08,6.18,2.315,11.016
1453,15760,Algeria,9/23/98,9/24/98,2,1,700,,Brief torrential rain,1,15.76,4.5,4.49,8.842
1454,29090,Nigeria,10/12/98,10/18/98,7,0,110000,,Heavy rain,1,29.09,5.31,4.13,35.84
1455,37480,Iran,10/3/98,10/9/98,7,8,,,Heavy rain,1,37.48,5.42,54.237,37.142
1457,194200,India,10/1/98,10/20/98,20,230,80000,530000000,Heavy rain,1,194.2,6.59,79.404,16.146
1458,119100,Brazil,10/3/98,10/14/98,12,0,8500,,Heavy rain,1,119.1,6.16,-51.261,-25.263
1459,20710,USA,10/17/98,10/23/98,7,29,5300,1000000000,Heavy rain,2,20.71,5.46,-98.39,29.408
1460,25280,Ghana,10/19/98,10/24/98,6,3,,,Heavy rain,1,25.28,5.18,-0.15,5.932
1462,24650,Vietnam,10/16/98,10/23/98,8,42,,13700000,Heavy rain,1,24.65,5.29,109.082,13.329
1463,24810,Taiwan -Typhoon Babs,10/23/98,10/24/98,2,156,400000,55000000,Heavy rain,1,24.81,4.7,121.152,23.658
1465,50300,USA,10/30/98,10/31/98,2,1,2000,37000000,Heavy rain,1,50.3,5,-95.412,36.744
1466,79670,Germany,10/31/98,11/17/98,18,3,,,Heavy rain,1,79.67,6.16,8.678,51.116
1468,32650,Dominican Republic,11/10/98,11/12/98,3,2,200,,Heavy rain,1,32.65,4.99,-70.794,19.045
1469,78990,Mozambique,11/1/98,11/10/98,10,2,,,Heavy rain,1,78.99,5.9,34.391,-19.796
1470,15210,USA,11/13/98,11/15/98,3,0,100,,Heavy rain,1,15.21,4.66,-95.496,30.879
1471,25140,Vietnam - Tropical Storm Chip,11/13/98,11/16/98,4,17,,17000000,Heavy rain,1,25.14,5,107.783,15.94
1473,56180,Indonesia,11/17/98,11/22/98,6,15,12000,,Tropical cyclone,1,56.18,5.53,118.66,-8.57
1474,10720,Vietnam -Typhoon Dawn,11/19/98,11/24/98,6,90,2000000,22000000,Tropical cyclone,1,10.72,4.81,107.967,15.695
1475,9570,Vietnam -Tropical Storm Elvis,11/25/98,11/25/98,1,49,,30000000,Tropical cyclone,1,9.57,3.98,108.779,14.447
1476,18010,Honduras,11/27/98,11/30/98,4,0,20000,,Heavy rain,1,18.01,4.86,-86.989,15.499
1477,59070,Congo,11/24/98,11/30/98,7,0,20000,,Heavy rain,1,59.07,5.62,18.962,-3.861
1478,46300,Indonesia,12/27/98,12/31/98,5,0,9600,,Brief torrential rain,1,46.3,5.36,107.063,-6.84
1479,105300,USA,12/27/98,12/30/98,4,0,70,,Heavy rain,1,105.3,5.62,-121.499,45.733
1480,21090,Sri Lanka,12/28/98,1/7/99,11,0,23000,,Heavy rain,1,21.09,5.37,81.756,8.442
1481,72080,Malaysia,1/1/99,1/8/99,8,1,2000,,Monsoonal rain,1,72.08,5.76,103.263,4.285
1482,16550,Honduras,1/3/99,1/10/99,8,0,3000,,Heavy rain,1,16.55,5.12,-87.32,15.523
1483,8200,Northern England,1/5/99,1/6/99,2,0,200,,Heavy rain,1,8.2,4.21,-2.93,56.088
1484,6290,Western Fiji,1/19/99,1/23/99,5,7,2000,2000000,Heavy rain,1,6.29,4.5,179.037,-18.055
1485,18260,USA,1/20/99,1/24/99,5,4,300,,Heavy rain,1,18.26,4.96,-86.434,39.219
1486,21900,USA,1/19/99,1/20/99,2,0,,200,Heavy rain,1,21.9,4.64,-82.978,40.092
1487,56740,USA,2/1/99,2/5/99,5,0,,,Heavy rain,1,56.74,5.45,-94.709,32.278
1488,75250,South Africa,2/4/99,2/7/99,4,7,5000,,Heavy rain,1,75.25,5.48,29.876,-30.557
1489,42060,Philippines,2/4/99,2/8/99,5,24,500000,3200000,Brief torrential rain,1,42.06,5.32,126.134,8.192
1490,322900,Australia - Cyclone Rona,2/6/99,2/12/99,7,7,1400,300000000,Monsoonal rain,2,322.9,6.66,151.005,-26.42
1491,136500,Indonesia,2/9/99,2/14/99,6,2,2000,,Monsoonal rain,1,136.5,5.91,102.854,-0.358
1492,117800,Thailand,2/9/99,2/13/99,5,3,20000,,Heavy rain,1,117.8,5.77,102.126,15.546
1493,27980,Philippines,2/20/99,2/22/99,3,39,2700,,Brief torrential rain,1.5,27.98,5.1,125.997,7.916
1494,107400,?ÌPeru,2/20/99,2/24/99,5,36,40000,,Heavy rain,1,107.4,5.73,-74.794,-5.506
1495,72040,Columbia,2/18/99,2/27/99,10,16,20000,,Heavy rain,1,72.04,5.86,-74.748,6.031
1497,127700,Mozambique,1/15/99,3/15/99,60,15,200000,12400000,Heavy rain,1.5,127.7,7.06,33.468,-23.295
1498,8300,England,3/7/99,3/13/99,7,0,800,32583903.55,Heavy rain,1.5,8.3,4.94,-0.566,54.06
1499,57800,Australia - Cyclone Vance,3/15/99,3/21/99,7,0,1000,,Extra-tropical cyclone,1,57.8,5.61,116.293,-22.426
1500,285300,Bolivia,3/15/99,3/18/99,4,0,1000,,Heavy rain,1,285.3,6.06,-66.745,-12.695
1501,9610,USA,4/1/99,4/14/99,14,0,,,Snowmelt,1,9.61,5.13,-97.211,48.757
1502,360300,Columbia,4/9/99,4/15/99,7,26,300,3000,Heavy rain,1,360.3,6.4,-71.51,2.729
1503,130400,Belarus,3/7/99,4/10/99,35,0,2000,2277777.78,Snowmelt,1,130.4,6.66,25.953,52.406
1504,27200,Philippines,4/15/99,4/21/99,7,11,200,,Heavy rain,1,27.2,5.28,126.304,8.227
1505,19020,Sri Lanka,4/17/99,4/22/99,6,6,200000,,Heavy rain,1,19.02,5.06,80.677,7.448
1506,58490,USA,4/29/99,5/6/99,8,0,450,5000000,Heavy rain,1.5,58.49,5.85,-106.211,40.534
1508,100700,China,5/18/99,5/21/99,4,3,69200,,Heavy rain,1,100.7,5.61,111.865,31.484
1509,184600,Peru,5/13/99,5/24/99,12,4,250000,,Brief torrential rain,1,184.6,6.35,-69.969,-3.402
1510,76620,Russia,5/21/99,5/24/99,4,0,4000,,Snowmelt,1.5,76.62,5.66,128.374,64.521
1512,73330,China,5/26/99,6/23/99,29,11,,,Heavy rain,1,73.33,6.33,116.149,27.932
1513,59620,Pakistan,5/20/99,5/22/99,3,168,200000,10935915,Tropical cyclone,1,59.62,5.25,69.896,24.916
1514,163000,Mexico,6/14/99,6/16/99,3,12,,,Heavy rain,1,163,5.69,-102.409,29.976
1515,97850,China,6/12/99,6/19/99,8,27,100000,60404.71,Heavy rain,1,97.85,5.89,95.886,34.841
1517,71740,Bangladesh?Ì,6/21/99,7/6/99,16,19,100000,,Brief torrential rain,1,71.74,6.06,91.554,24.721
1518,53030,Mexico,6/24/99,6/28/99,5,4,15000,,Tropical cyclone,1,53.03,5.42,-99.04,18.006
1519,50660,Japan,6/28/99,6/30/99,3,29,14000,,Heavy rain,1,50.66,5.18,133.427,34.841
1520,263000,USA,6/28/99,7/5/99,8,4,50,4000000,Brief torrential rain,1,263,6.32,-97.115,37.663
1521,123900,China,4/25/99,6/29/99,66,49,830000,24200000,Heavy rain,1,123.9,6.91,103.202,28.127
1522,362100,China,6/23/99,8/3/99,42,725,5530000,8000000000,Heavy rain,1,362.1,7.18,111.673,28.516
1523,87360,?ÌTajikistan,7/7/99,7/12/99,6,25,3003,6154000,Brief torrential rain,1,87.36,5.72,66.334,40.193
1524,4320,USA,7/8/99,7/9/99,2,2,,,Brief torrential rain,1,4.32,3.94,-118.292,39.318
1526,31130,Yugoslavia,7/9/99,7/12/99,4,7,5000,,Brief torrential rain,1,31.13,5.1,20.13,45.254
1528,67710,Australia,7/14/99,7/16/99,3,3,20,,Heavy rain,1,67.71,5.31,151.043,-33.471
1529,35710,China,7/13/99,7/15/99,3,2,,3900000,Heavy rain,1,35.71,5.03,105.127,36.496
1530,31880,Iran,7/15/99,7/27/99,13,37,8000,3000000,Brief torrential rain,2,31.88,5.92,52.762,36.788
1531,56670,USA,7/2/99,7/24/99,23,1,1500,,Brief torrential rain,2,56.67,6.42,-94.419,43.794
1534,167100,Sudan,8/1/99,9/10/99,41,40,80000,,Heavy rain,1,167.1,6.84,32.451,15.574
1535,92450,Cambodia,8/2/99,8/8/99,7,9,8000,3000000,Brief torrential rain,1.5,92.45,5.99,106.09,13.433
1536,147200,China,8/4/99,8/7/99,4,8,24000,20500000,Brief torrential rain,1,147.2,5.77,98.966,30.462
1537,63180,Iran,8/8/99,8/9/99,2,6,,,Heavy rain,1,63.18,5.1,47.66,37.469
1538,73290,USA,8/6/99,8/8/99,3,1,,8800000,Heavy rain,1,73.29,5.34,-101.639,43.989
1539,104500,China,8/12/99,8/16/99,5,77,120000,181000000,Brief torrential rain,1,104.5,5.72,111.384,27.056
1541,278800,Chad,8/1/99,8/23/99,23,0,130000,,Brief torrential rain,1,278.8,6.81,19.552,19.855
1542,67740,Venezuela,8/17/99,8/21/99,5,0,8000,,Tropical cyclone,1,67.74,5.53,-63.856,8.122
1543,111200,China - Typhoon Sam,8/21/99,8/25/99,5,1,352,,Brief torrential rain,1,111.2,5.75,113.711,23.489
1544,29340,USA,7/4/99,7/5/99,2,0,0,14300000,Heavy rain,1,29.34,4.77,-92.755,50.339
1545,97270,Russia,8/30/99,9/2/99,4,2,,,Extra-tropical cyclone,1,97.27,5.59,134.425,45.273
1546,126000,Mexico - Hurricane Greg?Ì,9/7/99,9/8/99,2,10,1400,,Tropical cyclone,1,126,5.4,-102.778,19.267
1548,112200,China,9/6/99,9/7/99,2,153,720000,277000000,Brief torrential rain,1,112.2,5.35,117.386,27.035
1549,29030,Malaysia - Typhoon Wendy?Ì,9/3/99,9/7/99,5,0,2000,,Heavy rain,1,29.03,5.16,99.68,7.615
1550,216400,Ethiopia,8/23/99,9/7/99,16,0,6755,2700000,Heavy rain,1,216.4,6.54,39.21,9.642
1551,126700,Ghana?Ì,9/3/99,9/13/99,11,1,9000,,Heavy rain,1,126.7,6.14,1.792,11.162
1552,19150,El Salvador?Ì,9/10/99,9/13/99,4,4,5000,,Heavy rain,1,19.15,4.88,-90.583,14.877
1553,22630,Philippines,9/10/99,9/14/99,5,1,4500,,Brief torrential rain,1,22.63,5.05,121.73,15.89
1554,212070,Niger,9/7/99,9/14/99,8,7,22000,,Brief torrential rain,1,212.07,6.23,7.555,14.455
1556,2620,Japan?Ì,9/15/99,9/16/99,2,4,14521,,Heavy rain,1,2.62,3.72,135.664,34.592
1557,177700,China -Typhoon York?Ì,9/15/99,9/18/99,4,8,10000,24000000,Tropical cyclone,1,177.7,5.85,116.022,24.975
1561,60540,Mexico,10/12/99,10/29/99,18,425,300000,,Brief torrential rain,1.5,60.54,6.21,-93.246,18.456
1563,251300,Nigeria,10/26/99,11/8/99,14,50,,,Heavy rain,1.5,251.3,6.72,11.938,6.605
1564,93380,South Africa,10/26/99,10/28/99,3,4,300,,Brief torrential rain,1,93.38,5.45,30.008,-29.145
1566,197600,Ethiopia,10/30/99,11/2/99,4,34,79000,,Brief torrential rain,1,197.6,5.9,37.586,3.691
1568,91890,France,11/12/99,11/15/99,4,27,3000,,Brief torrential rain,1.5,91.89,5.74,3.518,45.236
1570,18280,USA,11/26/99,11/28/99,3,0,100,300000,Heavy rain,1.5,18.28,4.92,-124.075,45.17
1571,27470,Russia?Ì,11/29/99,12/2/99,4,2,,555000,Heavy rain,1,27.47,5.04,32.761,60.279
1572,74800,Vietnam,12/2/99,12/10/99,9,120,1000000,50000000,Heavy rain,1.5,74.8,6,107.876,16.181
1573,422100,Somalia?Ì,12/1/99,12/6/99,6,0,,,Heavy rain,1,422.1,6.4,43.318,0.581
1574,157200,Thailand?Ì,12/4/99,12/7/99,4,5,,,Monsoonal rain,1,157.2,5.8,104.168,14.822
1575,199850,Colombia?Ì,9/15/99,12/15/99,92,93,771000,,Heavy rain,1,199.85,7.26,-73.459,7.555
1577,30480,Italy,12/15/99,12/16/99,2,5,300,,Heavy rain,1,30.48,4.79,14.464,43.321
1578,183000,South Africa,12/21/99,12/23/99,3,23,2000,6300000,Heavy rain,1,183,5.74,30.462,-29.718
1579,23630,UK,12/25/99,12/27/99,3,2,200,,Heavy rain,1,23.63,4.85,-2.199,52.225
1580,32000,Philippines,12/25/99,12/28/99,4,8,2000,,Heavy rain,1,32,5.11,126.238,8.995
1581,350000,Brazil,1/1/00,1/6/00,6,26,70000,,Heavy rain,1,350,6.32,-49.303,-24.89
1582,47000,Angola,1/8/00,1/15/00,8,31,70000,10000000,Heavy rain,1,47,5.58,13.246,-14.145
1583,436000,Mozambique,1/26/00,3/27/00,62,929,733000,1000000000,Heavy rain,1.5,436,7.61,31.712,-27.822
1584,16700,Philippines,1/28/00,2/1/00,5,23,20000,4100000,Brief torrential rain,1,16.7,4.92,126.1,7.199
1585,55000,USA,2/18/00,2/22/00,5,8,40,,,1,55,5.44,-83.55,37.723
1586,474000,Australia,2/18/00,3/1/00,13,1,200,50000000,Monsoonal rain,1.5,474,6.97,143.698,-31.268
1587,256000,Madagascar,2/17/00,3/11/00,24,200,800000,,Tropical cyclone,1,256,6.79,47.296,-15.783
1590,545000,Australia,3/6/00,3/11/00,6,1,,,Extra tropical cyclone,1,545,6.51,119.171,-23.525
1591,786000,Argentina,3/9/00,3/17/00,9,7,15000,,Heavy rain,1,786,6.85,-64.908,-27.17
1592,16500,Czech Republic,3/9/00,3/11/00,3,2,,,Rain and snowmelt,1,16.5,4.69,17.944,49.244
1593,49000,South Africa,3/13/00,3/18/00,6,14,,,Heavy rain,1,49,5.47,25.647,-32.7
1594,24000,USA,3/29/00,3/31/00,3,3,,,Brief torrential rain,1,24,4.86,-99.931,33.739
1595,116000,Romania,4/5/00,4/25/00,21,10,623,212000000,Rain and snowmelt,2,116,6.69,22.415,46.764
1596,21000,China,4/13/00,4/17/00,5,15,,12000000,Heavy rain,1,21,5.02,113.381,22.598
1597,75000,USA,5/6/00,5/9/00,4,3,1200,30000000,Heavy rain,1.5,75,5.65,-92.247,37.009
1598,46000,Somalia,5/1/00,5/19/00,19,0,3500,,Heavy rain,1,46,5.94,42.639,0.423
1599,11740,Philippines,5/18/00,5/25/00,8,6,112000,,Tropical cyclone,1,11.74,4.97,120.953,15.293
1600,11400,Timor,5/16/00,5/24/00,9,126,15000,,Heavy rain,1.5,11.4,5.19,125.334,-9.278
1601,200000,Colombia?Ì,5/18/00,5/24/00,7,9,67500,,Heavy rain,1,200,6.15,-75.732,0.948
1602,17000,Turkey,5/24/00,5/27/00,4,2,,40000000,Heavy rain,1,17,4.83,34.869,41.156
1603,17000,Bangladesh,5/27/00,6/19/00,24,36,10000,,Monsoonal rain,1,17,5.61,91.712,23.507
1604,4000,Vietnam?Ì,5/31/00,6/2/00,3,3,,,Heavy rain,1,4,4.08,108.358,12.124
1605,114000,China,5/31/00,6/19/00,20,94,8725,81500000,Monsoonal rain,2,114,6.66,105.491,32.363
1607,84000,Chile,6/5/00,6/16/00,12,0,41000,,Heavy rain,1,84,6,-71.406,-34.089
1608,26000,Colombia,6/5/00,6/7/00,3,0,,,Heavy rain,1,26,4.89,-74.648,6.876
1609,11600,Guatemala?Ì,6/6/00,6/21/00,16,16,2600,,Heavy rain,1,11.6,5.27,-90.682,14.973
1610,76000,China?Ì,6/17/00,6/30/00,14,18,31000,,Monsoonal rain,1,76,6.03,119.531,26.387
1611,17000,Bangladesh,6/19/00,6/26/00,8,14,20000,,Monsoonal rain,1,17,5.13,89.736,25.557
1612,11600,Philippines,7/4/00,7/12/00,9,45,800000,2200000,Brief torrential rain,1,11.6,5.02,120.823,14.929
1613,108000,China,6/30/00,7/15/00,16,65,88000,83000000,Brief torrential rain,1,108,6.24,109.248,27.416
1614,104700,Cambodia,7/11/00,8/10/00,31,33,25000,6000000,Monsoonal rain,1.5,104.7,6.69,105.064,11.243
1616,12400,India?Ì,7/31/00,8/4/00,5,140,4000,238000000,Monsoonal rain,1,12.4,4.79,77.692,31.806
1617,324400,India,8/2/00,8/30/00,29,637,10504000,50000000,Monsoonal rain,1,324.4,6.97,94.643,27.094
1618,48100,Brazil,7/30/00,8/17/00,19,70,120000,75000000,Brief torrential rain,1.5,48.1,6.14,-36.256,-9.179
1619,192100,Russia,7/30/00,8/6/00,8,0,24000,30000000,Tropical cyclone,1,192.1,6.19,134.396,47.114
1620,3700,Cameroon,8/3/00,8/5/00,3,3,500,,Heavy rain,1.5,3.7,4.22,9.678,3.954
1621,16200,Iran,8/7/00,8/9/00,3,8,400,6000000,Brief torrential rain,1,16.2,4.69,56.655,36.546
1622,78210,Thailand,8/21/00,8/28/00,8,14,400500,21500000,Tropical cyclone,1,78.21,5.8,103.811,15.112
1623,129500,India,8/23/00,8/31/00,9,162,3000000,177000000,Heavy rain,1.5,129.5,6.24,79.21,17.133
1624,57500,Ethiopia?Ì,8/10/00,8/21/00,12,9,30000,,Heavy rain,1.5,57.5,6.01,40.609,10.516
1625,27590,South Korea?Ì,8/26/00,8/29/00,4,7,500,27000000,Heavy rain,1,27.59,5.04,127.02,35.668
1626,223200,India?Ì,8/29/00,9/14/00,17,578,,,Monsoonal rain,1,223.2,6.58,80.468,26.961
1627,81860,China,8/30/00,9/10/00,12,31,14140,1000000,Tropical cyclone,1,81.86,5.99,132.058,43.774
1628,36850,India?Ì,8/30/00,9/1/00,3,40,5000,,Heavy rain,1,36.85,5.04,80.039,19.934
1630,9210,China,8/28/00,9/5/00,9,0,1300,,Heavy rain,1,9.21,4.92,89.384,28.995
1631,25900,China,9/1/00,9/6/00,6,47,46000,169000000,Tropical cyclone,1,25.9,5.19,113.483,25.229
1632,1636,Philippines,9/4/00,9/5/00,2,3,5000,,Heavy rain,1,1.636,3.51,120.916,14.776
1633,8640,El Salvador?Ì,9/5/00,9/8/00,4,2,400,,Heavy rain,1,8.64,4.54,-88.627,13.797
1634,16450,North Korea?Ì,8/31/00,9/4/00,5,42,,,Tropical cyclone,1,16.45,4.92,129.542,41.785
1635,42970,Japan,9/11/00,9/17/00,7,13,100000,28000000,Tropical cyclone,1,42.97,5.48,137.306,34.95
1636,13970,Guatemala?Ì,9/15/00,9/17/00,3,20,1000,,Heavy rain,1,13.97,4.62,-90.639,14.972
1637,3000,Brazil?Ì,9/16/00,9/18/00,3,3,10000,,Heavy rain,1,3,3.95,-35.037,-8.235
1638,8000,Sri Lanka?Ì,9/18/00,9/22/00,5,2,100000,,Heavy rain,1,8,4.6,80.615,6.196
1639,18170,France?Ì,9/19/00,9/20/00,2,6,,,Heavy rain,1,18.17,4.56,4.404,43.801
1640,12760,Mexico,9/19/00,9/22/00,4,9,,,Tropical cyclone,1,12.76,4.71,-100.301,17.258
1642,7700,Nigeria?Ì,9/20/00,9/21/00,2,0,,,Brief torrential rain,1,7.7,4.19,3.218,6.747
1643,3900,Nicaragua,10/1/00,10/5/00,5,14,10621,,Tropical cyclone,1,3.9,4.29,-88.399,18.286
1644,208200,Colombia,9/20/00,12/12/00,84,9,28000,,Heavy rain,1,208.2,7.24,-74.786,7.361
1645,71900,Vietnam?Ì,10/10/00,10/19/00,10,23,200000,,Monsoonal rain,1,71.9,5.86,107.684,12.292
1646,5300,UK?Ì,10/11/00,10/14/00,4,0,1000,5900000000,Heavy rain,1.5,5.3,4.5,0.223,51.097
1647,3000,Mexico?Ì,10/10/00,10/17/00,8,0,1500,,,1,3,4.38,-93.006,18.057
1648,10250,Brazil?Ì,10/12/00,10/15/00,4,6,5000,,Heavy rain,1,10.25,4.61,-50.941,-29.902
1649,11170,China?Ì,10/12/00,10/18/00,7,10,200000,,Tropical cyclone,2,11.17,5.19,110.075,19.706
